room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,name,last_modified,latitude,longitude,location
19448926,1429,12243051,Entire home/apt,,Boston,,Downtown,0,0,6,3,,249,,Hip 3BR in Downtown Crossing,48:33.8,42.355777,-71.062328,0101000020E61000000168942EFDC351C0A2D5C9198A2D4540
13083342,1429,48366914,Entire home/apt,,Boston,,Charlestown,1,0,6,3,,250,,Centrally Located Boston Townhome,48:33.8,42.381892,-71.064852,0101000020E610000022C5008926C451C0514D49D6E1304540
12489916,1429,65907845,Entire home/apt,,Boston,,Back Bay,12,5,4,2,,281,,Penthouse in Back Bay,48:33.8,42.353917,-71.075672,0101000020E6100000444E5FCFD7C451C0CD3FFA264D2D4540
7582651,1429,39761134,Entire home/apt,,Boston,,North End,3,5,4,2,,220,,North End Apartment!,48:30.4,42.36493,-71.056451,0101000020E6100000E5B4A7E49CC351C026AAB706B62E4540
13814175,1429,47664830,Entire home/apt,,Boston,,South Boston Waterfront,11,5,4,1,,250,,1 Bedroom Furnished Suite in Boston Harbor View,48:30.4,42.347417,-71.039578,0101000020E610000008E9297288C251C087890629782C4540
15421578,1429,51673899,Entire home/apt,,Boston,,Back Bay,9,4.5,6,2,,300,,Sweetheart of Newbury Back Bay 2BR Suite,02:31.7,42.349566,-71.085922,0101000020E61000007100FDBE7FC551C093E52494BE2C4540
13733887,1429,80361500,Entire home/apt,,Boston,,Allston,46,5,7,3,,279,,"Comfy, spacious Boston home 3BR/2BA",59:41.4,42.355852,-71.128216,0101000020E6100000BBB4E1B034C851C0AC1BEF8E8C2D4540
8283433,1429,1264857,Entire home/apt,,Boston,,Jamaica Plain,14,5,7,2,,290,,Large newly renovated apt in perfect  JP location!,59:12.6,42.311023,-71.118993,0101000020E6100000FDDCD0949DC751C0E3A6069ACF274540
16810733,1429,12243051,Entire home/apt,,Boston,,Brighton,7,4.5,6,3,,259,,Modern 3BR in Brighton,59:08.6,42.346287,-71.146953,0101000020E610000024438EAD67C951C0D503E621532C4540
17296595,1429,13242712,Entire home/apt,,Boston,,Jamaica Plain,10,5,4,3,,207,,Beautifully renovated apartment in the trees,59:08.6,42.309619,-71.110777,0101000020E610000089096AF816C751C0309C6B98A1274540
19728059,1429,139073932,Entire home/apt,,Boston,,Brighton,0,0,4,2,,215,,Lake House,59:05.1,42.344334,-71.166414,0101000020E61000002EE6E786A6CA51C05073F222132C4540
15769929,1429,16635191,Entire home/apt,,Boston,,Allston,12,5,8,4,,229,,Amazing 4 bed PARKING FREE near Downtown BU BC MIT,59:03.4,42.348526,-71.139791,0101000020E61000009C51F355F2C851C021E7FD7F9C2C4540
13265095,1429,68779474,Entire home/apt,,Boston,,Brighton,2,0,4,2,,225,,Brighton 2BR by BC campus with lake view and AC,58:59.6,42.338494,-71.155344,0101000020E61000004FE8F527F1C951C034F279C5532B4540
8518237,1429,44851947,Entire home/apt,,Boston,,Brighton,83,5,2,1,,225,,Executive Garden Apartment,58:46.1,42.340999,-71.159945,0101000020E6100000280AF4893CCA51C0FE7BF0DAA52B4540
12126299,1429,115522,Entire home/apt,,Boston,,Dorchester,2,0,6,3,,275,,"Sunny & Spacious 3 BR, Close to T",58:45.1,42.295383,-71.060279,0101000020E6100000AD68739CDBC351C0AE65321CCF254540
18550644,1429,4776690,Entire home/apt,,Boston,,Dorchester,8,5,16,6,,275,,6-bd Designer Duplex w/ Backyard - Steps to Train!,58:41.9,42.320667,-71.056622,0101000020E6100000FC8EE1B19FC351C006F4C29D0B294540
15020486,1429,25188,Entire home/apt,,Boston,,Mission Hill,1,0,2,1,,229,,[1631-1ST] New Lux Apartment-Longwood Medical Area,58:38.8,42.3307,-71.098004,0101000020E610000024B891B245C651C0C364AA60542A4540
4838985,1429,884747,Entire home/apt,,Boston,,Jamaica Plain,6,4.5,5,2,,300,,Comfy rooms in the hills of JP,58:38.8,42.30956,-71.103422,0101000020E6100000F6EB4E779EC651C02B137EA99F274540
14415125,1429,70542233,Entire home/apt,,Boston,,Jamaica Plain,4,4.5,5,2,,250,,"Arthouse2 Brewery District, stay in an art gallery",58:37.2,42.316337,-71.102856,0101000020E6100000A20C553195C651C0E3C116BB7D284540
848152,1429,1220808,Entire home/apt,,Boston,,Mission Hill,38,4.5,7,2,,250,,"Modern 2-bedroom loft w/parking, by Orange line!",58:37.1,42.32741,-71.099315,0101000020E610000025404D2D5BC651C012312592E8294540
16909100,1429,68078375,Entire home/apt,,Boston,,Jamaica Plain,10,5,4,2,,249,,Modern JP home 2 blocks from T,58:37.1,42.318845,-71.102679,0101000020E61000001ABFF04A92C651C01FBFB7E9CF284540
4447430,1429,21093140,Entire home/apt,,Boston,,Dorchester,20,5,6,3,,300,,Beautiful 3BR Townhouse w/ Garage,58:36.2,42.310579,-71.055071,0101000020E610000050FD834886C351C085E97B0DC1274540
12882796,1429,48166068,Entire home/apt,,Boston,,Dorchester,0,0,4,2,,295,,Enjoyable 3 br/2 ba in Boston,58:34.6,42.307848,-71.072116,0101000020E61000002C616D8C9DC451C0CB11329067274540
1372816,1429,25188,Entire home/apt,,Boston,,Back Bay,6,4.5,2,0,,209,,[1273-1]Fab Studio Close to Newbury,58:32.9,42.348631,-71.085257,0101000020E610000053B0C6D974C551C096AFCBF09F2C4540
9993826,1429,30283594,Entire home/apt,,Boston,,Back Bay,0,0,3,1,,219,,Luxury Furnished Back Bay 1-Bedroom Apartment,58:32.1,42.345936,-71.079705,0101000020E6100000F91400E319C551C029417FA1472C4540
754845,1429,25188,Entire home/apt,,Boston,,Back Bay,18,4.5,2,0,,209,,[1273-S]Fab Studio close to Newbury,58:30.5,42.348317,-71.084743,0101000020E61000002864E76D6CC551C007D2C5A6952C4540
8063870,1429,9419684,Entire home/apt,,Boston,,Fenway,2,0,3,1,,291,,Lux 1 Bedroom by Fenway with washer/dryer & WIFI,58:30.5,42.345378,-71.100018,0101000020E6100000BAC0E5B166C651C00261A758352C4540
2186358,1429,9419684,Entire home/apt,,Boston,,Fenway,9,4.5,3,1,,293,,Lux 1 BR w/den in the Heart of Fenway w/WiFi,58:30.5,42.344313,-71.098185,0101000020E61000004CFDBCA948C651C0384BC972122C4540
1863443,1429,9419684,Entire home/apt,,Boston,,Fenway,6,4,3,1,,291,,Lux 1 Bedroom by Fenway with washer/dryer & WIFI,58:29.5,42.344601,-71.101719,0101000020E61000007098689082C651C09E95B4E21B2C4540
17745620,1429,42431392,Entire home/apt,,Boston,,Roxbury,0,0,16,5,,280,,High-End 5 Bedroom Home Near Train & South End!,58:29.5,42.328396,-71.08893,0101000020E610000088687407B1C551C0901150E1082A4540
56927,1429,25188,Entire home/apt,,Boston,,Back Bay,5,5,2,1,,289,,[1250-1P] 1BR Furnished in Back Bay,58:27.9,42.34649,-71.079759,0101000020E6100000F2237EC51AC551C00E32C9C8592C4540
19381483,1429,9419684,Entire home/apt,,Boston,,Fenway,0,0,3,1,,285,,Lux 1 BR in the Heart of Fenway w/WiFi,58:27.9,42.344598,-71.097816,0101000020E6100000A2410A9E42C651C02D228AC91B2C4540
3903324,1429,9419684,Entire home/apt,,Boston,,Fenway,8,5,3,1,,291,,Lux 1 Bedroom by Fenway with washer/dryer & WIFI,58:22.9,42.343248,-71.100656,0101000020E61000005B09DD2571C651C06E35EB8CEF2B4540
3914363,1429,9419684,Entire home/apt,,Boston,,Fenway,7,4.5,3,1,,291,,Lux 1 Bedroom by Fenway with washer/dryer & WIFI,58:22.9,42.343552,-71.102373,0101000020E610000094BF7B478DC651C0DA3C0E83F92B4540
8970393,1429,14438532,Entire home/apt,,Boston,,South End,8,5,4,1,,275,,Location! Parking/Patio/Brownstone!,58:08.6,42.342109,-71.0794,0101000020E61000005BD3BCE314C551C069554B3ACA2B4540
27141,1429,25188,Entire home/apt,,Boston,,South End,4,4,2,1,,279,,[1293] Lovely 1 BR in South End,57:53.0,42.342586,-71.079691,0101000020E610000046B247A819C551C0A208A9DBD92B4540
2640459,1429,13424364,Entire home/apt,,Boston,,South End,22,4.5,2,1,,200,,Cozy South End 1br Brownstone,57:51.4,42.333565,-71.071412,0101000020E6100000AF22A30392C451C08D0B0742B22A4540
15429888,1429,18202088,Entire home/apt,,Boston,,Mission Hill,6,5,3,1,,215,,Evolve Suites Tremont,57:41.6,42.330617,-71.097457,0101000020E61000000BF148BC3CC651C0354069A8512A4540
3589267,1429,11890037,Entire home/apt,,Boston,,Fenway,17,4.5,6,2,,299,,The block is hot (again).. we still have AC,57:38.3,42.341225,-71.094362,0101000020E61000000DFFE9060AC651C0EFC9C342AD2B4540
19404517,1429,41932249,Entire home/apt,,Boston,,Roxbury,0,0,8,4,,220,,"whole 2nd floor 5room 1.5bath, everything new",57:34.9,42.324813,-71.083523,0101000020E6100000AF5DDA7058C551C06728EE7893294540
18535259,1429,2976895,Entire home/apt,,Boston,,Beacon Hill,1,0,2,1,,260,,Charming 1 Bed in Beacon Hill,48:30.4,42.357906,-71.066885,0101000020E6100000F3E505D847C451C0668522DDCF2D4540
19293969,1429,6911253,Entire home/apt,,Boston,,Downtown,0,0,2,1,,300,,Luxury Apt Back Bay,48:30.4,42.350427,-71.069294,0101000020E6100000C7F319506FC451C05551BCCADA2C4540
17622706,1429,6882666,Entire home/apt,,Boston,,Back Bay,3,3.5,4,0,,250,,Welcoming apartment close to downtown and MIT,48:30.4,42.350796,-71.084165,0101000020E6100000F19D98F562C551C0A8C821E2E62C4540
12493396,1429,29568033,Entire home/apt,,Boston,,Beacon Hill,3,4.5,4,1,,299,,One-BR Apt in Heart of Beacon Hill,48:30.4,42.358481,-71.069479,0101000020E610000090300C5872C451C0629E95B4E22D4540
17729574,1429,9419684,Entire home/apt,,Boston,,West End,0,0,3,1,,272,,"Lux 1 Bedroom near Charles St w/pool, gym",48:30.4,42.364967,-71.066938,0101000020E6100000043752B648C451C0438F183DB72E4540
7342359,1429,32228249,Entire home/apt,,Boston,,Beacon Hill,0,0,2,1,,250,,"Bright, Open 1BR Apt in Beacon Hill",48:30.4,42.359908,-71.068794,0101000020E61000004E0AF31E67C451C0CDC82077112E4540
7092874,1429,2100288,Entire home/apt,,Boston,,Beacon Hill,1,0,4,2,,260,,Well lit condo in BeaconHill Boston,48:28.4,42.355697,-71.073166,0101000020E6100000774B72C0AEC451C08524B37A872D4540
9346513,1429,28358624,Entire home/apt,,Boston,,Back Bay,15,5,2,1,,275,,Superb 1BR Back Bay Condo,48:28.4,42.353292,-71.076973,0101000020E6100000336B2920EDC451C01FF818AC382D4540
8134231,1429,93916,Entire home/apt,,Boston,,East Boston,3,5,6,2,,300,,"2 bed, great location w/parking!",48:28.4,42.374413,-71.033991,0101000020E6100000EF5696E82CC251C03F19E3C3EC2F4540
1358531,1429,25188,Entire home/apt,,Boston,,West End,3,4.5,4,2,,299,,[1247-2NH]Furnished 2BR At The Vesta,48:28.4,42.363342,-71.069978,0101000020E6100000215C01857AC451C0B2A19BFD812E4540
2694019,1429,12985903,Entire home/apt,,Boston,,South End,46,4.5,3,1,,250,,Back Bay apt. Close to Marathon!,48:28.4,42.346674,-71.075498,0101000020E6100000753A90F5D4C451C0CF2F4AD05F2C4540
18070939,1429,22348222,Entire home/apt,,Boston,,Back Bay,6,4.5,2,0,,211,,Large Stylish Newbury Street Studio,48:28.4,42.349438,-71.083478,0101000020E6100000DFFB1BB457C551C065FD6662BA2C4540
7984226,1429,36050005,Entire home/apt,,Boston,,North End,0,0,2,0,,250,,North End Studio,48:28.4,42.363884,-71.057649,0101000020E61000006A696E85B0C351C0D2C43BC0932E4540
4489490,1429,20857768,Entire home/apt,,Boston,,Beacon Hill,18,4.5,2,0,,229,,"Charles St, Studio Apt, Boston #31",48:28.4,42.358128,-71.071235,0101000020E610000028D53E1D8FC451C015E46723D72D4540
18755741,1429,3449848,Entire home/apt,,Boston,,Back Bay,1,0,2,1,,250,,One Bedroom In Beautiful BrownStone Apartment,48:26.6,42.351041,-71.08561,0101000020E61000007A8D5DA27AC551C00F4757E9EE2C4540
19281867,1429,97763499,Entire home/apt,,Boston,,Charlestown,0,0,4,2,,275,,2 Bed Condo in Charlestown!,48:25.0,42.38176,-71.060681,0101000020E6100000459F8F32E2C351C0E275FD82DD304540
4089940,1429,20857768,Entire home/apt,,Boston,,North End,37,4.5,2,1,,229,,"North End, 1 Bed Apt w/ office, Boston",48:25.0,42.365956,-71.052682,0101000020E6100000A0C552245FC351C032E36DA5D72E4540
11701611,1429,62197455,Entire home/apt,,Boston,,Beacon Hill,13,5,2,1,,210,,"Classic, Quiet Beacon Hill Apt.",48:23.6,42.356563,-71.069966,0101000020E61000003E75AC527AC451C059FB3BDBA32D4540
5690640,1429,29503737,Entire home/apt,,Boston,,Beacon Hill,2,0,2,1,,290,,Historic Beacon Hill 1+ BR Apt,48:23.6,42.358415,-71.068914,0101000020E6100000240F441669C451C0ABB2EF8AE02D4540
4075898,1429,20857768,Entire home/apt,,Boston,,Downtown,51,4.5,2,1,,289,,"Downtown Crossing ARTlab, 1 Bed Apt, Boston",48:23.6,42.354481,-71.061308,0101000020E6100000ECBE6378ECC351C0D50627A25F2D4540
2998554,1429,3462813,Entire home/apt,,Boston,,Beacon Hill,23,4.5,6,2,,235,,Penthouse w/ a deck in Beacon Hill,48:21.9,42.361065,-71.066367,0101000020E610000027A25F5B3FC451C0795DBF60372E4540
9750460,1429,4590803,Entire home/apt,,Boston,,North End,22,5,4,2,,225,,Beautiful 2 Bedroom North End Apt,48:21.9,42.362964,-71.056081,0101000020E6100000543BC3D496C351C00BD0B69A752E4540
18876930,1429,22249160,Entire home/apt,,Boston,,Downtown,0,0,2,0,,212,,Lovely stylish Beacon Hill Studio! Boston Commons,48:19.8,42.353071,-71.063295,0101000020E610000005C078060DC451C04015376E312D4540
12382239,1429,45824588,Entire home/apt,,Boston,,Downtown,11,5,4,2,,250,,2BR Luxury Apt - Downtown/West End,48:18.0,42.364316,-71.061075,0101000020E61000009BE61DA7E8C351C06CB41CE8A12E4540
3867014,1429,18202088,Entire home/apt,,Boston,,Back Bay,15,5,2,1,,250,,Luxury Living in Kendall Square,48:18.0,42.353528,-71.081463,0101000020E6100000613596B036C551C0321CCF67402D4540
13778731,1429,12192889,Entire home/apt,,Boston,,Beacon Hill,4,5,3,1,,275,,Beautiful Beacon Hill 1 Bedroom,48:18.0,42.35914,-71.071097,0101000020E6100000FF756EDA8CC451C0BC57AD4CF82D4540
19544986,1429,82529160,Entire home/apt,,Boston,,Back Bay,0,0,2,1,,225,,14 Gloucester 4B by Lyon Apartments,48:18.0,42.351329,-71.084648,0101000020E6100000FFEA71DF6AC551C075914259F82C4540
18969917,1429,132308592,Entire home/apt,,Boston,,Chinatown,0,0,6,2,,250,,Live right in downtown-2bed2bath Fabulous Space,48:18.0,42.352108,-71.060101,0101000020E61000003E5DDDB1D8C351C07A54FCDF112D4540
17461256,1429,4689046,Entire home/apt,,Boston,,Charlestown,0,0,4,2,,300,,Single Family Home in Charlestown,48:16.5,42.381288,-71.066273,0101000020E6100000E6E61BD13DC451C0BA2D910BCE304540
17510784,1429,91548283,Entire home/apt,,Boston,,North End,23,5,12,4,,249,,Beautiful Modern 4 BR Apt in North End!,48:16.5,42.365481,-71.056308,0101000020E610000034A0DE8C9AC351C09A27D714C82E4540
12987348,1429,71536024,Entire home/apt,,Boston,,Downtown,91,4.5,6,2,,225,,Expansive and Modern City Center,48:16.5,42.357376,-71.053509,0101000020E6100000AB4203B16CC351C00A302C7FBE2D4540
17514163,1429,9363458,Entire home/apt,,Boston,,Leather District,3,5,4,3,,249,,@1000sqft 3BR Spacious Industrial Loft in Downtown,48:16.5,42.350801,-71.057712,0101000020E61000008D25AC8DB1C351C0B933130CE72C4540
7054912,1429,6223931,Entire home/apt,,Boston,,Downtown,2,0,2,1,,225,,North Station Luxury Apartment!,48:16.5,42.366233,-71.05904,0101000020E6100000F949B54FC7C351C0A5DB12B9E02E4540
13912467,1429,82529160,Entire home/apt,,Boston,,Back Bay,28,5,4,1,,275,,14 Gloucester Street Apartment 3A,48:16.5,42.350477,-71.083846,0101000020E6100000A0F99CBB5DC551C006802A6EDC2C4540
29765,1429,128280,Entire home/apt,,Boston,,Charlestown,91,5,2,1,,295,,"Luxury suite, Moroccan furnishings",48:14.9,42.378338,-71.066627,0101000020E6100000F581E49D43C451C0C26A2C616D304540
11624428,1429,61571632,Entire home/apt,,Boston,,North End,7,5,4,1,,300,,Lovely North End condo near Boston Harbor,48:14.9,42.363032,-71.050888,0101000020E610000091F0BDBF41C351C063B323D5772E4540
15481668,1429,22289025,Entire home/apt,,Boston,,Charlestown,2,0,2,1,,265,,"Historic Charlestown (Boston), updated 1 bed!",48:14.9,42.378158,-71.062934,0101000020E61000009DF3531C07C451C0425C397B67304540
18498138,1429,3029783,Entire home/apt,,Boston,,Charlestown,0,0,3,1,,250,,Floating suite in Boston Harbor,48:14.9,42.376521,-71.050285,0101000020E6100000AE9E93DE37C351C0ECA012D731304540
12020829,1429,18202088,Entire home/apt,,Boston,,Back Bay,10,4.5,4,2,,300,,Back Bay 2 Bedroom near the Pru,48:14.9,42.346765,-71.078353,0101000020E6100000C9224DBC03C551C0DF32A7CB622C4540
17510567,1429,91548283,Entire home/apt,,Boston,,North End,23,5,12,4,,299,,Gorgeous 4 BR Apartment in North End/Little Italy!,48:13.7,42.36689,-71.056886,0101000020E61000006B662D05A4C351C05E9D6340F62E4540
7368611,1429,38611099,Entire home/apt,,Boston,,South End,75,4.5,4,2,,225,,South End townhouse apt with deck,48:13.7,42.345517,-71.069395,0101000020E610000061E0B9F770C451C0249BABE6392C4540
6000531,1429,1446735,Entire home/apt,,Boston,,Charlestown,11,5,3,1,,249,,1 BR Brownstone Freedom Trail,48:13.7,42.374157,-71.062025,0101000020E610000034A2B437F8C351C0E4486760E42F4540
9731479,1429,19013294,Entire home/apt,,Boston,,South End,65,5,4,2,,280,,Penthouse South End with roof deck,48:11.7,42.345679,-71.069432,0101000020E6100000F052EA9271C451C0FDF49F353F2C4540
19102778,1429,68367007,Entire home/apt,,Boston,,East Boston,1,0,6,3,,280,,Ôºª∆ÔºΩ“iver side great house,48:11.7,42.370187,-71.04157,0101000020E6100000A99F3715A9C251C0C233A149622F4540
15407065,1429,12243051,Entire home/apt,,Boston,,Downtown,23,5,4,2,,279,,Lovely 2BR in Downtown Crossing,48:08.6,42.354223,-71.060036,0101000020E61000004A253CA1D7C351C0D93EE42D572D4540
7342489,1429,22348222,Entire home/apt,,Boston,,South End,7,4.5,4,2,,251,,"Beautiful 2Bedroom in the South End, Garden Unit",48:08.6,42.345584,-71.076686,0101000020E6100000E883656CE8C451C0AC02B5183C2C4540
15133464,1429,91548283,Entire home/apt,,Boston,,Back Bay,78,4.5,4,1,,269,,Huge 1 BR in Heart of Back Bay,48:08.5,42.348516,-71.083735,0101000020E6100000F5A10BEA5BC551C0FD101B2C9C2C4540
17650359,1429,14445729,Entire home/apt,,Boston,,Back Bay,5,5,3,1,,250,,Entire Back Bay 1 Bedroom w/ Roof Deck,48:06.8,42.349279,-71.08394,0101000020E6100000E1B4E0455FC551C0FD169D2CB52C4540
17955648,1429,122207883,Entire home/apt,,Boston,,Downtown,0,0,2,1,,245,,Premier Downtown Boston Apt - Price Reduced!!!,48:06.8,42.358588,-71.05417,0101000020E6100000289B728577C351C0785E2A36E62D4540
15660172,1429,39051883,Entire home/apt,,Boston,,South End,15,5,2,0,,265,,Chandler Studios Boston,48:06.8,42.346221,-71.071395,0101000020E6100000448655BC91C451C01E1840F8502C4540
14983707,1429,10716338,Entire home/apt,,Boston,,Beacon Hill,20,4.5,4,2,,290,,Spacious Beacon Hill Two Bedroom,48:04.9,42.357806,-71.070528,0101000020E6100000F25CDF8783C451C002284696CC2D4540
11866651,1429,40946436,Entire home/apt,,Boston,,Downtown,112,5,10,3,,300,,3 BR|2.5 BA Renovated House Parking Top Location,48:04.9,42.350761,-71.065851,0101000020E61000002BDA1CE736C451C02BDB87BCE52C4540
17991772,1429,66378068,Entire home/apt,,Boston,,South Boston Waterfront,16,4.5,6,2,,270,,Amazing Two Bedroom in the Heart of the Seaport!,48:02.8,42.348673,-71.038986,0101000020E61000001EC022BF7EC251C0C5FF1D51A12C4540
18345211,1429,126949143,Entire home/apt,,Boston,,North End,4,5,5,2,,299,,Renovated 2 Bed / 2 Bath in the Center of Boston,48:02.8,42.365101,-71.054401,0101000020E6100000A9F7544E7BC351C0535E2BA1BB2E4540
13275308,1429,74813179,Entire home/apt,,Boston,,Downtown,105,5,6,2,,210,,Stunning and Spacious in City Center,48:00.6,42.358149,-71.054791,0101000020E61000005E471CB281C351C02C0C91D3D72D4540
13510994,1429,28749942,Entire home/apt,,Boston,,South Boston Waterfront,17,4.5,2,1,,269,,Incredible Apartment,48:00.6,42.350908,-71.046601,0101000020E61000007FBDC282FBC251C0CFF3A78DEA2C4540
14239909,1429,2006852,Entire home/apt,,Boston,,North End,61,5,4,2,,248,,2brm/2bath home away from home downtown Boston,48:00.6,42.363905,-71.057552,0101000020E6100000717495EEAEC351C0EAEC6470942E4540
9822600,1429,826833,Entire home/apt,,Boston,,Charlestown,0,0,1,1,,275,,Quintessential Boston Charmer,47:57.1,42.372948,-71.062509,0101000020E61000002AADBF2500C451C0E78D93C2BC2F4540
8837755,1429,46285032,Entire home/apt,,Boston,,Downtown,0,0,4,2,,275,,Concierge building  in best area,47:55.5,42.350955,-71.069194,0101000020E610000015C5ABAC6DC451C010AFEB17EC2C4540
8309604,1429,4127253,Entire home/apt,,Boston,,South End,1,0,4,2,,290,,Back Bay / South End - best of both,47:55.5,42.346637,-71.07399,0101000020E6100000C98E8D40BCC451C0B24AE9995E2C4540
13306033,1429,20334603,Entire home/apt,,Boston,,South Boston,37,4.5,5,2,,289,,Sunny in Southie - Trendy Downtown Digs,47:55.4,42.328163,-71.057192,0101000020E6100000F165A208A9C351C0EE60C43E012A4540
16275903,1429,91548283,Entire home/apt,,Boston,,North End,43,4.5,5,2,,299,,Newly Renovated 2 BR in North End,47:55.4,42.365154,-71.057521,0101000020E610000053758F6CAEC351C07500C45DBD2E4540
14950378,1429,92691757,Entire home/apt,,Boston,,Charlestown,3,4.5,2,0,,229,,"Sea Chalet - Unique, Floating B&B on Freedom Trail",47:55.4,42.371863,-71.060232,0101000020E61000000D8B51D7DAC351C0D5CBEF34992F4540
18430564,1429,90526463,Entire home/apt,,Boston,,South Boston Waterfront,0,0,2,0,,299,,Seaport Area W/ Boston Skyline view,47:55.4,42.348206,-71.050544,0101000020E610000094C0E61C3CC351C0AF22A303922C4540
650956,1429,3269854,Entire home/apt,,Boston,,South End,44,4.5,6,2,,300,,Historic South End - Steps to All,47:55.4,42.345187,-71.072295,0101000020E6100000842A357BA0C451C08F006E162F2C4540
11395461,1429,59792146,Entire home/apt,,Boston,,Charlestown,0,0,2,0,,300,,Large studio with parking spot!,47:55.4,42.373552,-71.062363,0101000020E6100000C05E61C1FDC351C07DAD4B8DD02F4540
14819274,1429,19806255,Entire home/apt,,Boston,,South End,5,5,2,1,,275,,"South End, Penthouse, Roof Deck w/Amazing Views!",47:55.4,42.345031,-71.073405,0101000020E61000003997E2AAB2C451C0978DCEF9292C4540
17000454,1429,113920984,Entire home/apt,,Boston,,South End,14,5,2,1,,250,,Bright Penthouse in the Heart of Boston w Roofdeck,47:55.4,42.344998,-71.07219,0101000020E61000004A46CEC29EC451C0BB97FBE4282C4540
4030229,1429,5258835,Entire home/apt,,Boston,,North End,4,5,2,1,,250,,North End Boston Waterfront View ,47:53.4,42.361728,-71.052856,0101000020E61000006FD921FE61C351C01406651A4D2E4540
18029534,1429,119801825,Entire home/apt,,Boston,,Charlestown,2,0,4,1,,238,,Beautiful Charlestown condo close to Boston sights,47:53.4,42.377353,-71.062419,0101000020E61000008AE942ACFEC351C01406651A4D304540
19766390,1429,8290525,Entire home/apt,,Boston,,North End,0,0,3,2,,250,,2 Bedroom Apartment in the Heart of the North End,47:53.3,42.365962,-71.054076,0101000020E6100000E7DF2EFB75C351C015CAC2D7D72E4540
4532603,1429,5670307,Entire home/apt,,Boston,,Beacon Hill,20,5,4,1,,265,,Heart of Boston - Beacon Hill,47:53.3,42.359576,-71.067064,0101000020E61000004BAFCDC64AC451C097361C96062E4540
18699534,1429,74878917,Entire home/apt,,Boston,,South End,0,0,4,2,,275,,Spacious Condo in the Heart of Boston's South End,47:53.3,42.340342,-71.073039,0101000020E61000004815C5ABACC451C045BA9F53902B4540
18055225,1429,42289739,Entire home/apt,,Boston,,North End,1,0,5,2,,235,,Apartment in the heart of North End,47:53.3,42.363235,-71.055654,0101000020E61000001079CBD58FC351C09CE1067C7E2E4540
11906382,1429,12556651,Entire home/apt,,Boston,,Beacon Hill,19,5,4,2,,245,,Gorgeous Beacon Hill 2BR/2BA New Remodel Upscale,47:53.3,42.361037,-71.063849,0101000020E610000078B81D1A16C451C0AFD2DD75362E4540
18609417,1429,40384329,Entire home/apt,,Boston,,East Boston,1,0,4,2,,250,,"Entire Home Near Beach, Airport, & Downtown",47:53.3,42.380592,-71.015679,0101000020E6100000FA0E7EE200C151C0438F183DB7304540
15038991,1429,45835636,Entire home/apt,,Boston,,Downtown,1,0,3,1,,225,,Spacious 1BR Apt in Financial Dist,47:51.7,42.35795,-71.054956,0101000020E610000004AE2B6684C351C036CD3B4ED12D4540
7745117,1429,40710532,Entire home/apt,,Boston,,South Boston,15,5,4,2,,250,,South Boston 2B/2B Condo,47:51.7,42.331376,-71.042012,0101000020E610000088821953B0C251C0F3565D876A2A4540
18139067,1429,50024,Entire home/apt,,Boston,,Beacon Hill,0,0,2,2,,220,,Stylish Beacon Hill Gem!,47:51.7,42.359904,-71.0682,0101000020E6100000956588635DC451C08CD99255112E4540
12699603,1429,69028974,Entire home/apt,,Boston,,East Boston,3,5,4,2,,225,,Large Urban Oasis close to beach!,47:51.7,42.38366,-71.000261,0101000020E6100000B69DB64604C051C0456458C51B314540
16382057,1429,25700968,Entire home/apt,,Boston,,Downtown,4,4,10,2,,259,,Large 2 bedroom apartment in the heart of Downtown,47:51.7,42.351959,-71.063712,0101000020E610000037177FDB13C451C0354415FE0C2D4540
12986892,1429,9419684,Entire home/apt,,Boston,,Chinatown,0,0,3,1,,259,,"Lux 1 Bedroom in Chinatown w/WiFi, Gym",47:51.7,42.34883,-71.059906,0101000020E610000063B5F97FD5C351C08DEE2076A62C4540
10138792,1429,18202088,Entire home/apt,,Boston,,South Boston Waterfront,9,4.5,2,1,,300,,Luxury 1 br on the Waterfront,47:51.7,42.349506,-71.047613,0101000020E6100000537765170CC351C0BDE0D39CBC2C4540
4546333,1429,20857768,Entire home/apt,,Boston,,Beacon Hill,33,4.5,2,0,,219,,"92 Charles St, Studio Apt, Boston #12",47:51.7,42.357877,-71.069753,0101000020E6100000117349D576C451C0CC7EDDE9CE2D4540
9707238,1429,39237801,Entire home/apt,,Boston,,Downtown,0,0,4,2,,299,,2BR Corner Apartment - The Victor,47:51.7,42.365712,-71.06023,0101000020E61000003D0FEECEDAC351C09CE09BA6CF2E4540
11693129,1429,9006367,Entire home/apt,,Boston,,Charlestown,3,5,4,2,,260,,"Charlestown 2 bed, 2 bath condo",47:51.7,42.375206,-71.062845,0101000020E6100000E5ED08A705C451C0A9A10DC006304540
10056496,1429,51354463,Entire home/apt,,Boston,,East Boston,39,4,8,4,,250,,Nice 4 bedrooms apartment,47:51.7,42.389531,-71.005857,0101000020E6100000F9DC09F65FC051C09BE3DC26DC314540
19565315,1429,6824319,Entire home/apt,,Boston,,Beacon Hill,0,0,2,1,,225,,Beacon Hill 1-Bed,47:51.7,42.35994,-71.064594,0101000020E61000002461DF4E22C451C0D9429083122E4540
