room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,name,last_modified,latitude,longitude,location
10567830,1429,1651480,Shared room,,Boston,,South End,0,0,1,1,,500,,zParkingSpaceForConfirmedGuestsOnly,46:02.6,42.341763,-71.075397,0101000020E6100000DB4DF04DD3C451C0CEFDD5E3BE2B4540
8404805,1429,26956083,Shared room,,Boston,,Brighton,0,0,1,1,,225,,The Private Parking Space!,46:01.0,42.360686,-71.141508,0101000020E6100000D50792770EC951C0021077F52A2E4540
18356892,1429,127064903,Shared room,,Boston,,Roxbury,0,0,2,1,,150,,Cozy room,45:58.4,42.337483,-71.079116,0101000020E6100000C8258E3C10C551C05DFA97A4322B4540
5976821,1429,432317,Shared room,,Boston,,South End,106,5,3,1,,125,,Heart of the South End Near It All!,45:56.7,42.344125,-71.070483,0101000020E610000022FB20CB82C451C0355EBA490C2C4540
14821064,1429,21938320,Shared room,,Boston,,Back Bay,2,0,1,1,,105,,1 BR in the center of Newbury Street,45:55.2,42.351066,-71.080316,0101000020E61000001D56B8E523C551C0685E0EBBEF2C4540
8696200,1429,19470226,Shared room,,Boston,,Downtown,12,5,2,1,,103,,Downtown Boston Condo Living Room,45:55.2,42.366695,-71.066336,0101000020E61000000AA359D93EC451C0A94D9CDCEF2E4540
19625080,1429,76727796,Shared room,,Boston,,Allston,0,0,2,1,,80,,Sunny Apartment,45:53.3,42.34827,-71.133825,0101000020E6100000C898BB9690C851C0C616821C942C4540
5990896,1429,31035017,Shared room,,Boston,,Fenway,56,4.5,1,1,,85,,"Studio, 2 min walk Symphony/T Hynes",45:53.3,42.342757,-71.090121,0101000020E6100000B3EBDE8AC4C551C0CFBC1C76DF2B4540
13711242,1429,40459423,Shared room,,Boston,,Downtown,9,5,2,1,,90,,"Located in ""the heart of the city",45:53.3,42.351019,-71.064549,0101000020E610000054FF209221C451C027A3CA30EE2C4540
3792147,1429,6989109,Shared room,,Boston,,South Boston,72,4.5,1,1,,83,,Oceanview Penthouse Condo-Cool/Cozy/Amazing Views!,45:53.3,42.331261,-71.046148,0101000020E6100000A7B1BD16F4C251C05AB8ACC2662A4540
12071820,1429,64682226,Shared room,,Boston,,Jamaica Plain,8,4.5,2,1,,75,,Super Cozy Apt - An Artist's Home,45:51.6,42.30688,-71.112318,0101000020E61000002330D63730C751C0F3E505D847274540
15052939,1429,95139475,Shared room,,Boston,,East Boston,0,0,1,1,,70,,Cosy couch available 5 min away from Airport,45:51.6,42.382627,-71.0201,0101000020E610000093A9825149C151C086C8E9EBF9304540
3678429,1429,18165984,Shared room,,Boston,,Dorchester,8,5,1,1,,80,,Immaculate Home away from home,45:51.6,42.284938,-71.076511,0101000020E610000031B2648EE5C451C09EB12FD978244540
19593617,1429,127402910,Shared room,,Boston,,South Boston,0,0,1,1,,74,,South Boston near Convention Center and Seaport,45:51.5,42.334954,-71.035627,0101000020E6100000B2F677B647C251C00BD5CDC5DF2A4540
9949819,1429,31021638,Shared room,,Boston,,South End,2,0,2,1,,77,,South End Near Backbay Garden Apt,45:50.3,42.346509,-71.073372,0101000020E61000004C1C7920B2C451C084622B685A2C4540
19727919,1429,139072570,Shared room,,Boston,,East Boston,0,0,1,1,,78,,Shelly's Place,45:50.3,42.380875,-71.023837,0101000020E6100000D3DB9F8B86C151C0986E1283C0304540
19593720,1429,45303417,Shared room,,Boston,,Allston,0,0,2,1,,70,,House of Westford,45:50.3,42.36306,-71.134001,0101000020E61000006728EE7893C851C02D3E05C0782E4540
18968002,1429,34876974,Shared room,,Boston,,Fenway,3,3.5,2,1,,75,,Summer Rent @ Boston,45:50.3,42.345438,-71.105621,0101000020E61000005531957EC2C651C0D865F84F372C4540
6930501,1429,30128383,Shared room,,Boston,,Roxbury,12,5,2,1,,71,,Loft with Balcony in South End,45:50.3,42.33655,-71.086097,0101000020E610000028D2FD9C82C551C002BC0512142B4540
19490615,1429,80585336,Shared room,,Boston,,Jamaica Plain,0,0,1,1,,75,,One bedroom,45:50.3,42.317082,-71.101399,0101000020E610000037363B527DC651C03C139A2496284540
19746860,1429,120404049,Shared room,,Boston,,Roxbury,0,0,1,1,,65,,Bedroom in The Bean,45:50.3,42.328383,-71.087248,0101000020E61000000DA9A27895C551C0FCC74274082A4540
6489209,1429,26098645,Shared room,,Boston,,South Boston,25,5,2,1,,75,,"Large room, excellent access",45:50.3,42.329976,-71.059102,0101000020E61000003448C153C8C351C0823B50A73C2A4540
19236205,1429,134672290,Shared room,,Boston,,Jamaica Plain,1,0,2,1,,70,,Cozy and quiet neighborhood,45:50.3,42.300939,-71.112678,0101000020E6100000A33EC91D36C751C0A48B4D2B85264540
2862120,1429,1416883,Shared room,,Boston,,Beacon Hill,62,4.5,1,1,,70,,Beacon Hill Downtown Sofabed in LR,45:50.3,42.360204,-71.0684,0101000020E6100000F8C264AA60C451C0B7F1272A1B2E4540
3641545,1429,6608084,Shared room,,Boston,,Dorchester,6,5,8,1,,68,,Special Circumstances Extra Room(s),45:50.3,42.308042,-71.047882,0101000020E61000004B04AA7F10C351C0B0E595EB6D274540
16125278,1429,48522319,Shared room,,Boston,,Jamaica Plain,26,4.5,2,1,,69,,Semi-Private Suite / 2 Min Walk to Subway!,45:50.3,42.322029,-71.10405,0101000020E610000086C954C1A8C651C08AAE0B3F38294540
15756423,1429,64446129,Shared room,,Boston,,Chinatown,3,5,2,1,,70,,Perfect Space Near Chinatown and Boston Common,45:50.3,42.352314,-71.060313,0101000020E610000083A10E2BDCC351C023F609A0182D4540
12446656,1429,12790789,Shared room,,Boston,,Fenway,13,4.5,2,1,,70,,Comfy sofa bed right in the Fenway,45:50.3,42.344627,-71.094908,0101000020E61000003E0801F912C651C0C828CFBC1C2C4540
15064899,1429,95259405,Shared room,,Boston,,South End,66,4.5,2,1,,65,,Comfortable & Clean Bed at Great Location,45:50.3,42.342583,-71.075406,0101000020E610000005FBAF73D3C451C031957EC2D92B4540
12540640,1429,6610984,Shared room,,Boston,,Allston,17,5,2,1,,52,,Pull out sofa next to T stop and 10 mins to BU,45:48.8,42.351896,-71.12958,0101000020E6100000CE8DE9094BC851C0EFCB99ED0A2D4540
16367387,1429,14395956,Shared room,,Boston,,West Roxbury,0,0,2,1,,55,,Comfy futonbed in a cozy apartment,45:48.8,42.301978,-71.166541,0101000020E61000005C1C959BA8CA51C0450E1137A7264540
7245413,1429,37881504,Shared room,,Boston,,Allston,1,0,2,1,,50,,best place to live,45:48.8,42.352935,-71.127714,0101000020E6100000724F57772CC851C0904E5DF92C2D4540
11043756,1429,35423230,Shared room,,Boston,,Allston,2,0,1,1,,58,,Cozy room Allston central close to everything,45:46.2,42.355342,-71.138265,0101000020E61000009D4B7155D9C851C09772BED87B2D4540
18878705,1429,121126192,Shared room,,Boston,,Fenway,0,0,1,1,,42,,Ê≥¢Â£´È°øÂÇ‰∏ßÂ,45:46.2,42.344223,-71.087061,0101000020E610000074F04C6892C551C0F8C3CF7F0F2C4540
5447285,1429,28254412,Shared room,,Boston,,Brighton,2,0,2,1,,44,,"Cozy room near BU, BC",45:46.2,42.34028,-71.143274,0101000020E61000007F17B6662BC951C0CFBD874B8E2B4540
14533117,1429,89873768,Shared room,,Boston,,Fenway,5,4.5,1,1,,51,,Shared room,45:46.2,42.346156,-71.092515,0101000020E6100000EDD808C4EBC551C037A8FDD64E2C4540
4598026,1429,5383468,Shared room,,Boston,,Allston,26,5,1,1,,47,,"Very Central, Safe and Quiet",45:46.2,42.350468,-71.13581,0101000020E6100000111E6D1CB1C851C0B325AB22DC2C4540
19605386,1429,26061215,Shared room,,Boston,,Downtown,0,0,1,1,,59,,Great location! Boston Common studio,45:46.2,42.351592,-71.063454,0101000020E610000039B35DA10FC451C082C476F7002D4540
17015877,1429,67645423,Shared room,,Boston,,Fenway,4,5,2,1,,45,,Snug Sofa-Bed to Rest Your Head :),45:46.1,42.342957,-71.086189,0101000020E61000009911DE1E84C551C09677D503E62B4540
8337048,1429,16330682,Shared room,,Boston,,Mission Hill,23,5,3,1,,45,,Comfortable & Convenient in Boston,45:44.2,42.330703,-71.099999,0101000020E61000007EA8346266C651C034D8D479542A4540
18933243,1429,108993747,Shared room,,Boston,,Fenway,11,5,1,1,,44,,A cozy nook in the heart of Boston,45:44.2,42.345418,-71.093082,0101000020E61000002976340EF5C551C091B932A8362C4540
14885917,1429,93364702,Shared room,,Boston,,East Boston,34,5,2,1,,50,,Perfect for the Boston Explorer,45:44.2,42.373762,-71.038077,0101000020E6100000B56E83DA6FC251C0683EE76ED72F4540
728238,1429,2139546,Shared room,,Boston,,Jamaica Plain,95,4.5,2,1,,54,,Need to be cozy at the last minute,45:44.2,42.309632,-71.116218,0101000020E6100000384D9F1D70C751C0C5E57805A2274540
19502664,1429,2624443,Shared room,,Boston,,Fenway,0,0,2,1,,60,,"Great Location, Downtown Boston Shared Room",45:44.2,42.34724,-71.089371,0101000020E61000007E8D2441B8C551C078EE3D5C722C4540
13355213,1429,25149641,Shared room,,Boston,,Allston,6,5,1,1,,49,,VERY convenient COUCH in a LUXURIOUS house near BU,45:44.2,42.349999,-71.133253,0101000020E61000000246973787C851C0FC5069C4CC2C4540
18706454,1429,12521814,Shared room,,Boston,,Roxbury,3,4.5,1,1,,57,,Office Hide-A-Way /Renovated 1Fam,45:44.2,42.319036,-71.097426,0101000020E6100000EDF1423A3CC651C0921FF12BD6284540
15634337,1429,32097009,Shared room,,Boston,,Jamaica Plain,8,5,1,1,,50,,Couch-surf in this Lovely Apartment minutes to T!,45:44.2,42.298636,-71.111825,0101000020E610000003780B2428C751C042B456B439264540
9878803,1429,29940942,Shared room,,Boston,,Fenway,33,4.5,1,1,,50,,Comfortable futon in large Brookline/Boston apt.,45:44.2,42.346267,-71.106227,0101000020E6100000F1BC546CCCC651C08E57207A522C4540
19103731,1429,120181840,Shared room,,Boston,,South Boston,14,5,1,1,,50,,Comfy couch in clean n cute apt:),45:44.2,42.334802,-71.054153,0101000020E6100000BDFE243E77C351C05551BCCADA2A4540
12761363,1429,69422156,Shared room,,Boston,,Brighton,2,0,1,1,,40,,"Nice, clean and lovely",45:41.4,42.346481,-71.138486,0101000020E61000000C3D62F4DCC851C0BAD7497D592C4540
9407895,1429,41317613,Shared room,,Boston,,Mission Hill,11,3.5,1,1,,28,,Shared Apartment on Smith Street,45:41.4,42.333804,-71.096172,0101000020E61000009EB29AAE27C651C012A3E716BA2A4540
18600221,1429,55645607,Shared room,,Boston,,Allston,0,0,2,1,,29,,Allston ®π‰∏øÈ¥Â∫Á,45:41.4,42.347452,-71.140124,0101000020E61000009F58A7CAF7C851C00377A04E792C4540
16961816,1429,113424114,Shared room,,Boston,,Mission Hill,1,0,1,1,,35,,Travel Home for professional,45:41.4,42.33338,-71.100241,0101000020E6100000F92D3A596AC651C0FB912232AC2A4540
19263339,1429,134882929,Shared room,,Boston,,Fenway,0,0,1,1,,39,,Ê≥¢Â£´È°øÂÇ∫ÔÊ≥¢Â§ßËøøÊÔºÂÆ®Ë®πÇÔº‰∫§È®π‰æøÂ©ÔÊ¥ªÊπ‰æø,45:41.4,42.345253,-71.103605,0101000020E6100000EFACDD76A1C651C046EC1340312C4540
12871137,1429,70390911,Shared room,,Boston,,Allston,3,0,1,1,,35,,House with nice students in BU.,45:41.4,42.349352,-71.136227,0101000020E6100000437573F1B7C851C06765FB90B72C4540
14989956,1429,2327276,Shared room,,Boston,,Brighton,20,5,1,1,,36,,* Shared room in Brighton *,45:41.4,42.3457,-71.144551,0101000020E6100000AA66D65240C951C0151DC9E53F2C4540
16425676,1429,6530175,Shared room,,Boston,,Jamaica Plain,11,4.5,2,1,,30,,COZY PRIVATE ROOM IN JAMAICA PLAIN!,45:41.4,42.325466,-71.104129,0101000020E61000002C64AE0CAAC651C0DFFAB0DEA8294540
19041473,1429,92033775,Shared room,,Boston,,Mission Hill,3,3,1,1,,22,,Inexpensive Shared Room for Solo Travellers,45:39.1,42.332978,-71.103163,0101000020E610000010CAFB389AC651C0CC24EA059F2A4540
13955674,1429,83107234,Shared room,,Boston,,Dorchester,7,5,1,1,,40,,Dorchester Inn,45:39.0,42.31221,-71.077375,0101000020E6100000CBA145B6F3C451C0F9BD4D7FF6274540
18238531,1429,25149641,Shared room,,Boston,,Allston,0,0,1,1,,35,,A convenient COUCH in a gorgeous home IN BOSTON,45:39.0,42.350339,-71.133791,0101000020E6100000F25F200890C851C0B5C189E8D72C4540
8703026,1429,45686983,Shared room,,Boston,,Roxbury,80,4.5,1,1,,35,,"Comfortable, Social-friendly Apt",45:39.0,42.3246,-71.097999,0101000020E61000009B02999D45C651C00B24287E8C294540
15437339,1429,2327276,Shared room,,Boston,,Brighton,19,4.5,1,1,,35,,~ Shared room in Brighton ~,45:39.0,42.346081,-71.144396,0101000020E6100000166BB8C83DC951C02C62D8614C2C4540
18751904,1429,104605537,Shared room,,Boston,,Fenway,16,4.5,2,1,,39,,1 Bedroom (in enclosed living room) with Bathroom,45:39.0,42.34744,-71.103008,0101000020E61000007DCEDDAE97C651C03FA9F6E9782C4540
19181840,1429,27737039,Shared room,,Boston,,Roxbury,0,0,4,1,,30,,Private living room with bed & couches,45:39.0,42.32608,-71.089128,0101000020E61000001B4AED45B4C551C099F04BFDBC294540
18676048,1429,129816933,Shared room,,Boston,,Mission Hill,5,4,1,1,,30,,Shared room,45:39.0,42.33223,-71.107074,0101000020E61000001F10E84CDAC651C003603C83862A4540
5652147,1429,352441,Entire home/apt,,Boston,,Jamaica Plain,3,4.5,7,3,,500,,"Convenient, Sunny 3b/2bth w/Parking",40:37.1,42.307049,-71.116624,0101000020E6100000707B82C476C751C07FA2B2614D274540
15041595,1429,63218173,Entire home/apt,,Boston,,Allston,13,4.5,15,7,,550,,AA Spacious 7 BDR/3BR Allston home by Harvard Biz,34:16.9,42.357952,-71.135277,0101000020E6100000AAB9DC60A8C851C0D6C4025FD12D4540
11735784,1429,9419684,Entire home/apt,,Boston,,South Boston Waterfront,8,4.5,6,3,,569,,Lux 3 Bedroom in Seaport Square w/wifi,34:08.2,42.352645,-71.045701,0101000020E61000003F19E3C3ECC251C0890CAB78232D4540
721979,1429,25188,Entire home/apt,,Boston,,Chinatown,7,5,4,2,,349,,[1168-2C]Elegant 2BRs - Downtown Boston,33:34.1,42.350723,-71.062937,0101000020E6100000562DE92807C451C03E7AC37DE42C4540
8919439,1429,21185257,Entire home/apt,,Boston,,Leather District,3,5,4,2,,409,,3 Floor Designer Loft - Central Bos,33:34.1,42.351443,-71.058003,0101000020E610000079043752B6C351C03EB48F15FC2C4540
10634364,1429,16044270,Entire home/apt,,Boston,,South End,6,5,4,1,,190,,Boston South-End Apt. With Porch,30:58.6,42.34595,-71.07249,0101000020E61000005FD218ADA3C451C08E06F016482C4540
19160261,1429,30283594,Entire home/apt,,Boston,,Mission Hill,0,0,5,2,,171,,"Fenway 2-BR + Lobby-Level Retail, Pool, & Gym!!!",29:45.3,42.32965,-71.109978,0101000020E6100000E3512AE109C751C02E90A0F8312A4540
18736918,1429,78502728,Entire home/apt,,Boston,,Brighton,0,0,4,1,,99,,Cozy 1-bd: Steps to 3 Major Train Lines!,28:05.5,42.340902,-71.14669,0101000020E61000009E29745E63C951C00C923EADA22B4540
182613,1429,875739,Entire home/apt,,Boston,,Charlestown,66,4.5,8,2,,75,,Clean 3 Beds apt Charlestown Boston,27:58.3,42.377387,-71.060435,0101000020E61000002922C32ADEC351C0C0779B374E304540
15718623,1429,95459395,Entire home/apt,,Boston,,Fenway,1,0,5,2,,537,,Plush 2-Bedroom Apartment in Boston!!,27:45.1,42.345251,-71.097636,0101000020E610000062BA10AB3FC651C0A5F44C2F312C4540
10052622,1429,30283594,Entire home/apt,,Boston,,South Boston Waterfront,1,0,7,3,,617,,Lux Furnished 3BR Boston Apt In Financial District,27:42.7,42.351435,-71.046355,0101000020E61000006440F67AF7C251C0BBD573D2FB2C4540
17873069,1429,12542455,Entire home/apt,,Boston,,Back Bay,3,5,6,2,,550,,Beautiful 2BR Back Bay unit in historic brownstone,27:40.1,42.355517,-71.073541,0101000020E6100000927A4FE5B4C451C00516C094812D4540
10059572,1429,7594805,Entire home/apt,,Boston,,Jamaica Plain,0,0,4,1,,160,,"Sunny, Cozy Two Bedroom in JP!",17:29.9,42.296844,-71.115731,0101000020E61000008908FF2268C751C0C501F4FBFE254540
1724900,1429,7723912,Entire home/apt,,Boston,,Roslindale,32,4.5,4,2,,111,,Charming sunlit house in Boston,14:39.1,42.282905,-71.132677,0101000020E61000009CFBABC77DC851C0FC6F253B36244540
7281884,1429,25742899,Entire home/apt,,Boston,,Roxbury,109,4.5,3,0,,89,,Charming urban studio,14:28.1,42.31289,-71.083155,0101000020E6100000EE5F596952C551C06B9F8EC70C284540
11569156,1429,60500914,Entire home/apt,,Boston,,Brighton,0,0,3,1,,74,,Clean spacious onebedroom apartment,14:19.4,42.339983,-71.155049,0101000020E6100000C311A452ECC951C015191D90842B4540
6006328,1429,19066350,Entire home/apt,,Boston,,Mattapan,25,4.5,5,2,,65,,Cozy and Quaint home away from home,14:17.1,42.281892,-71.093627,0101000020E610000072C119FCFDC551C084807C0915244540
50032,1429,228845,Entire home/apt,,Boston,,Jamaica Plain,16,5,12,4,,725,,Amazing Design & Detail Throughout!,14:09.5,42.315911,-71.112757,0101000020E610000049D9226937C751C02CB98AC56F284540
1810397,1429,9485021,Entire home/apt,,Boston,,South End,31,5,8,3,,869,,3Bed/2.5Bath Luxury Triplex South End's Union Park,14:09.5,42.343639,-71.070235,0101000020E61000003602F1BA7EC451C0A950DD5CFC2B4540
5989418,1429,5809176,Entire home/apt,,Boston,,Back Bay,0,0,6,2,,975,,"2BR+2BA Back Bay, MIT, Harvard, BU",14:09.5,42.351257,-71.084352,0101000020E61000008A56EE0566C551C0DBBE47FDF52C4540
11521541,1429,14133713,Entire home/apt,,Boston,,Charlestown,7,4.5,6,4,,780,,Historic and Charming Brownstone!!,14:09.5,42.381952,-71.06867,0101000020E6100000D80DDB1665C451C026529ACDE3304540
15232621,1429,95459395,Entire home/apt,,Boston,,Fenway,0,0,5,2,,537,,Upscale 2-Bedroom Apartment in Boston!,14:05.1,42.34493,-71.09974,0101000020E61000009886E12362C651C063B48EAA262C4540
15283836,1429,95459395,Entire home/apt,,Boston,,Chinatown,0,0,5,2,,594,,Lavish 2-BR Downtown Boston Apartment!!,13:55.9,42.350624,-71.060751,0101000020E6100000C18C2958E3C351C0AB984A3FE12C4540
15268842,1429,95459395,Entire home/apt,,Boston,,Chinatown,2,0,5,2,,548,,Beautiful 2-Bedroom Apt in Downtown Boston!!,13:55.9,42.351563,-71.062661,0101000020E6100000056F48A302C451C0E8BD3104002D4540
15189894,1429,95459395,Entire home/apt,,Boston,,South Boston Waterfront,0,0,5,2,,617,,Bluebird Plush 2 Bedroom Apt in Boston!,13:55.9,42.352383,-71.047151,0101000020E610000051BEA08504C351C04C55DAE21A2D4540
7618925,1429,11228809,Entire home/apt,,Boston,,Roxbury,3,5,8,4,,600,,4 Beds 2 Baths in Luxury Brownstone,13:52.4,42.32964,-71.092741,0101000020E6100000E57FF277EFC551C00ABABDA4312A4540
7009774,1429,36747522,Entire home/apt,,Boston,,Charlestown,0,0,6,3,,599,,Gorgeous Luxury Condo in Boston!,13:52.3,42.383824,-71.067669,0101000020E6100000FE7C5BB054C451C0BFB5132521314540
2656568,1429,13597630,Entire home/apt,,Boston,,Back Bay,0,0,2,1,,600,,1 Bedroom Apartment Copley,13:52.3,42.348072,-71.076639,0101000020E610000048A643A7E7C451C0A053909F8D2C4540
15284277,1429,95459395,Entire home/apt,,Boston,,Chinatown,2,0,5,2,,594,,Breathtaking 2-Bedroom Downtown Boston Apt!!,13:50.6,42.34862,-71.060984,0101000020E610000013656F29E7C351C0A25D85949F2C4540
7633883,1429,814298,Entire home/apt,,Boston,,Beacon Hill,14,5,6,3,,559,,Beacon Hill Historic Charles St -3 Bed/2 Ba Duplex,13:50.6,42.357378,-71.071351,0101000020E61000005DE2C80391C451C0AA27F38FBE2D4540
16177663,1429,105620455,Entire home/apt,,Boston,,North End,2,0,6,3,,505,,M/V Patriot:  Absolutely Amazing Floating Home Downtown on the Waterfront!,13:50.5,42.363885,-71.050749,0101000020E610000080D3BB783FC351C0A3409FC8932E4540
197146,1429,25188,Entire home/apt,,Boston,,Back Bay,22,4.5,4,2,,356,,[1689] Brand New 2BR off Newbury St,12:30.6,42.347946,-71.084882,0101000020E61000003881E9B46EC551C01363997E892C4540
951473,1429,25188,Entire home/apt,,Boston,,Fenway,0,0,3,1,,379,,[1246-1C] Lux 1BR in The Fenway,10:54.5,42.343034,-71.100608,0101000020E6100000D26D895C70C651C042B5C189E82B4540
8925974,1429,20079643,Entire home/apt,,Boston,,Fenway,0,0,4,2,,375,,Large Luxury Apt in Boston's Fenway,10:52.0,42.343125,-71.101437,0101000020E6100000AE669DF17DC651C052B81E85EB2B4540
21337,1429,25188,Entire home/apt,,Boston,,Back Bay,12,4.5,4,2,,329,,[1250-2NE] 2BR Lux Back Bay Rental,10:52.0,42.346425,-71.07827,0101000020E610000082902C6002C551C027C286A7572C4540
2872717,1429,9419684,Entire home/apt,,Boston,,Fenway,1,0,5,2,,324,,Lux 2 Bedroom 2 Bath Apt near Fenway w/WiFi,10:52.0,42.343896,-71.098781,0101000020E6100000D61D8B6D52C651C0D49CBCC8042C4540
15231923,1429,95459395,Entire home/apt,,Boston,,Fenway,0,0,3,1,,422,,Modernly-Plush 1 Bedroom Boston Apartment!!,10:44.9,42.343481,-71.100628,0101000020E6100000F6436CB070C651C010E6762FF72B4540
6268395,1429,30283594,Entire home/apt,,Boston,,Fenway,0,0,3,1,,411,,|Luxury Furnished 1 Bed Boston Apt,10:41.5,42.342971,-71.099812,0101000020E6100000E5EFDE5163C651C0FB3C4679E62B4540
8141545,1429,30283594,Entire home/apt,,Boston,,Fenway,0,0,3,1,,399,,High-End Furnished 1BR Apt in Fenway,10:41.5,42.345115,-71.10038,0101000020E61000000A4B3CA06CC651C0F52D73BA2C2C4540
56937,1429,25188,Entire home/apt,,Boston,,Back Bay,10,4.5,4,2,,399,,[1250-C]Beautiful 2BRs in Back Bay,10:25.8,42.346543,-71.078531,0101000020E6100000382EE3A606C551C030D461855B2C4540
10945558,1429,51673899,Entire home/apt,,Boston,,Back Bay,0,0,6,2,,349,,New Back Bay Brownstone Two Bedroom Copley,09:30.9,42.346686,-71.079573,0101000020E610000041295AB917C551C093FDF334602C4540
3873776,1429,8924578,Entire home/apt,,Boston,,Beacon Hill,7,4,4,3,,325,,"Large, Sunny Beacon Hill Apartment",07:57.6,42.357256,-71.07111,0101000020E6100000CA1AF5108DC451C05F268A90BA2D4540
1031655,1429,25188,Entire home/apt,,Boston,,West End,0,0,6,3,,389,,[1798-3]3BR At Emerson Place-Boston,07:57.6,42.364579,-71.069824,0101000020E6100000751E15FF77C451C079E75086AA2E4540
14205208,1429,4061992,Entire home/apt,,Boston,,Beacon Hill,4,0,5,2,,400,,"Spectacular, Beacon Hill 2 Bedroom with roof deck",07:57.6,42.360524,-71.068528,0101000020E61000000FB743C362C451C028B682A6252E4540
10118379,1429,30283594,Entire home/apt,,Boston,,West End,0,0,3,1,,319,,Lux Furnished 1BR Apartment at West End,07:36.7,42.36319,-71.069105,0101000020E61000005DBF60376CC451C0FC1D8A027D2E4540
950046,1429,5153431,Entire home/apt,,Boston,,Jamaica Plain,6,4.5,6,3,,250,,Spacious Apartment in Jamaica Plain,07:08.3,42.311853,-71.109263,0101000020E61000006CEA3C2AFEC651C06A1492CCEA274540
5932267,1429,183065,Entire home/apt,,Boston,,South End,1,0,2,1,,250,,Classic South End One Bedroom,04:44.6,42.33666,-71.075024,0101000020E6100000919A7631CDC451C089EFC4AC172B4540
4261781,1429,17814164,Entire home/apt,,Boston,,South Boston,12,4.5,4,2,,265,,Steps to BCEC conv center/beach/transport,56:18.0,42.337648,-71.045008,0101000020E6100000BC033C69E1C251C0A8C7B60C382B4540
19453549,1429,95459395,Entire home/apt,,Boston,,Mission Hill,0,0,5,2,,190,,Elegant & Modern 2BR + State of The Art Amenities!,50:41.6,42.329983,-71.110014,0101000020E61000008A0629780AC751C0349E08E23C2A4540
19456107,1429,95459395,Entire home/apt,,Boston,,Mission Hill,0,0,5,2,,185,,Plush & Modern 2BR near Bostons famous Newbury St,50:27.1,42.330227,-71.111333,0101000020E6100000CC7D721420C751C0CBA0DAE0442A4540
19455818,1429,95459395,Entire home/apt,,Boston,,Mission Hill,0,0,5,2,,189,,Elegant & Cozy 2-BR near The Bunker Hill Monument,50:27.1,42.330445,-71.110215,0101000020E6100000D52137C30DC751C0381092054C2A4540
10470115,1429,51673899,Entire home/apt,,Boston,,Beacon Hill,6,4.5,3,1,,199,,Historic Beacon Hill 1BRw/Roof Deck,48:19.5,42.359098,-71.071248,0101000020E6100000F279C5538FC451C08E075BECF62D4540
14417315,1429,88703734,Entire home/apt,,Boston,,Downtown,6,5,2,1,,199,,Ideal Location on Beacon Hill,46:40.0,42.358839,-71.062293,0101000020E61000004371C79BFCC351C0C2C3B46FEE2D4540
12383703,1429,30283594,Entire home/apt,,Boston,,Downtown,7,4.5,5,2,,182,,Dowtown Boston 2BR Apt-Opera House,46:40.0,42.352114,-71.063475,0101000020E6100000454772F90FC451C05C3B5112122D4540
16583728,1429,86781391,Entire home/apt,,Boston,,Mattapan,0,0,2,1,,150,,"Boston with Comfort, Convenience, and Price!",45:48.4,42.273656,-71.077348,0101000020E61000004E9A0645F3C451C0562DE92807234540
716245,1429,3690995,Entire home/apt,,Boston,,Brighton,86,4.5,5,2,,145,,Nice modern 2-bedroom in Boston ,45:26.3,42.34502,-71.168142,0101000020E610000061C5A9D6C2CA51C0A33B889D292C4540
5412487,1429,246083,Entire home/apt,,Boston,,Mission Hill,1,0,4,2,,160,,Amazing loft in Brewery,45:19.9,42.328496,-71.109033,0101000020E6100000D34B8C65FAC651C0F46E2C280C2A4540
12535687,1429,30349101,Entire home/apt,,Boston,,Roslindale,9,5,3,0,,145,,In-Law Apartment,45:18.1,42.283891,-71.131408,0101000020E6100000B29B19FD68C851C07A50508A56244540
15052874,1429,94935625,Entire home/apt,,Boston,,Beacon Hill,0,0,3,0,,169,,Chic Apartment in Boston's Historic Beacon Hill,40:10.6,42.359741,-71.070345,0101000020E6100000FA9B508880C451C0E2033BFE0B2E4540
10835494,1429,8207666,Entire home/apt,,Boston,,Brighton,15,5,4,2,,175,,"Upscale, loft-style 2-bedroom condo",36:46.9,42.339996,-71.153516,0101000020E61000006ADAC534D3C951C0AA622AFD842B4540
10831254,1429,1877637,Entire home/apt,,Boston,,South End,0,0,2,0,,140,,Sunny & cozy studio in Back Bay,36:24.3,42.339762,-71.080276,0101000020E6100000D6A9F23D23C551C037363B527D2B4540
9970895,1429,51173591,Entire home/apt,,Boston,,South End,10,5,2,1,,179,,South End-Close to Everything!,36:24.2,42.337163,-71.07516,0101000020E6100000E97DE36BCFC451C0EB353D28282B4540
11863590,1429,44013653,Entire home/apt,,Boston,,South Boston Waterfront,4,5,4,1,,149,,Boston Seaport 1 BR Suite,33:20.7,42.347727,-71.038108,0101000020E6100000D26D895C70C251C0D5777E51822C4540
2529318,1429,12952234,Entire home/apt,,Boston,,Mattapan,33,5,5,2,,150,,Family Home is close to everything,30:13.6,42.273669,-71.077094,0101000020E6100000F12DAC1BEFC451C0EA76F69507234540
7273513,1429,38081675,Entire home/apt,,Boston,,Roxbury,2,0,3,1,,139,,1 bedroom condo in Fort Hill,30:03.1,42.324579,-71.089639,0101000020E61000008E5C37A5BCC551C0F4FBFECD8B294540
