"","room_id","host_id","room_type","neighborhood","reviews","overall_satisfaction","accommodates","bedrooms","price","latitude","longitude"
"1",12071820,64682226,"Shared room","Jamaica Plain",7,4.5,2,1,75,42.30688,"-71.112318"
"2",5447285,28254412,"Shared room","Brighton",2,0,2,1,44,42.34028,"-71.143274"
"3",10567830,1651480,"Shared room","South End",0,0,1,1,500,42.341763,"-71.075397"
"4",8404805,26956083,"Shared room","Brighton",0,0,1,1,225,42.360686,"-71.141508"
"5",14821064,21938320,"Shared room","Back Bay",2,0,1,1,200,42.351066,"-71.080316"
"6",8828147,3958442,"Shared room","South Boston",4,5,1,1,159,42.341526,"-71.055594"
"7",14574734,88360952,"Shared room","Downtown",8,5,2,1,175,42.350446,"-71.064919"
"8",14235257,83636316,"Shared room","Longwood Medical Area",0,0,2,1,100,42.34262,"-71.103627"
"9",15774455,102018097,"Shared room","Chinatown",2,0,1,1,104,42.352437,"-71.061469"
"10",8696200,19470226,"Shared room","Downtown",12,5,2,1,103,42.366695,"-71.066336"
"11",3792147,6989109,"Shared room","South Boston",58,4.5,1,1,111,42.331261,"-71.046148"
"12",8770168,45980822,"Shared room","Back Bay",2,0,1,1,100,42.352347,"-71.084603"
"13",11948017,1426567,"Shared room","Roxbury",0,0,2,1,99,42.297116,"-71.092483"
"14",15438743,31620925,"Shared room","Mission Hill",2,0,1,1,99,42.333947,"-71.103113"
"15",9094905,4550056,"Shared room","Beacon Hill",21,5,2,1,85,42.360871,"-71.065136"
"16",5047340,10250028,"Shared room","Allston",12,5,4,1,99,42.359427,"-71.133423"
"17",8662258,26268405,"Shared room","Beacon Hill",89,5,2,1,89,42.358505,"-71.064052"
"18",3678429,18165984,"Shared room","Dorchester",8,5,1,1,80,42.284938,"-71.076511"
"19",11043756,35423230,"Shared room","Allston",1,0,1,1,68,42.355342,"-71.138265"
"20",12409126,462239,"Shared room","Roxbury",0,0,2,1,65,42.328927,"-71.08618"
"21",15052939,95139475,"Shared room","East Boston",0,0,1,1,70,42.382627,"-71.0201"
"22",15343566,16959054,"Shared room","East Boston",3,4.5,2,1,70,42.371454,"-71.032949"
"23",5976821,432317,"Shared room","South End",80,5,2,1,80,42.344125,"-71.070483"
"24",16516731,108580842,"Shared room","South End",0,0,2,1,63,42.334009,"-71.072529"
"25",9949819,31021638,"Shared room","South End",2,0,2,1,77,42.346509,"-71.073372"
"26",15059730,41962442,"Shared room","Dorchester",3,4.5,2,1,79,42.318863,"-71.041821"
"27",6489209,26098645,"Shared room","South Boston",19,5,2,1,75,42.329976,"-71.059102"
"28",15009005,86203385,"Shared room","Back Bay",43,4.5,2,1,62,42.351241,"-71.073829"
"29",5990896,31035017,"Shared room","Fenway",45,4.5,1,1,75,42.342757,"-71.090121"
"30",12446656,12790789,"Shared room","Fenway",12,4.5,2,1,70,42.344627,"-71.094908"
"31",6930501,30128383,"Shared room","Roxbury",12,5,2,1,71,42.33655,"-71.086097"
"32",16657458,9040678,"Shared room","Back Bay",0,0,3,1,75,42.351497,"-71.078301"
"33",7634067,204485,"Shared room","East Boston",11,5,2,1,50,42.366616,"-71.037211"
"34",14429876,3387042,"Shared room","North End",4,5,2,1,60,42.367855,"-71.055565"
"35",12540640,6610984,"Shared room","Allston",11,5,2,1,58,42.351896,"-71.12958"
"36",12336008,66334541,"Shared room","Dorchester",0,0,3,1,47,42.31809,"-71.063934"
"37",15932274,25688421,"Shared room","Fenway",0,0,1,1,60,42.345178,"-71.101024"
"38",16578045,108560094,"Shared room","Brighton",0,0,1,1,50,42.356645,"-71.160129"
"39",7245413,37881504,"Shared room","Allston",1,0,2,1,50,42.352935,"-71.127714"
"40",15605948,82376270,"Shared room","Allston",1,0,1,1,50,42.350445,"-71.134059"
"41",15217581,56086405,"Shared room","Jamaica Plain",3,4.5,2,1,44,42.302876,"-71.115468"
"42",13037372,9039817,"Shared room","Mission Hill",20,5,2,1,52,42.331458,"-71.109073"
"43",13355213,25149641,"Shared room","Allston",3,5,1,1,59,42.349999,"-71.133253"
"44",8337048,16330682,"Shared room","Mission Hill",20,4.5,3,1,45,42.330703,"-71.099999"
"45",14533117,89873768,"Shared room","Fenway",3,4.5,1,1,50,42.346156,"-71.092515"
"46",14885917,93364702,"Shared room","East Boston",17,5,2,1,60,42.373762,"-71.038077"
"47",4598026,5383468,"Shared room","Allston",26,5,1,1,47,42.350468,"-71.13581"
"48",14710769,91521392,"Shared room","Dorchester",7,5,1,1,55,42.296633,"-71.057876"
"49",6142396,31862615,"Shared room","East Boston",146,5,2,1,56,42.368663,"-71.03493"
"50",15064899,95259405,"Shared room","South End",28,4.5,1,1,50,42.342583,"-71.075406"
"51",12871137,70390911,"Shared room","Allston",3,0,1,1,35,42.349352,"-71.136227"
"52",12761363,69422156,"Shared room","Brighton",2,0,1,1,40,42.346481,"-71.138486"
"53",16115787,10418616,"Shared room","Charlestown",5,4,1,1,15,42.381163,"-71.068238"
"54",15856553,71842495,"Shared room","Fenway",0,0,1,1,31,42.347922,"-71.092361"
"55",15889673,40632609,"Shared room","Chinatown",3,4.5,1,1,40,42.352014,"-71.05972"
"56",7351514,18292698,"Shared room","Dorchester",0,0,1,1,40,42.281142,"-71.079616"
"57",15608589,36014408,"Shared room","Dorchester",4,5,1,1,20,42.287328,"-71.062809"
"58",9407895,41317613,"Shared room","Mission Hill",11,3.5,1,1,28,42.333804,"-71.096172"
"59",16289513,56649366,"Shared room","Fenway",0,0,1,1,29,42.349637,"-71.1019"
"60",16099435,64807776,"Shared room","Dorchester",0,0,1,1,26,42.318971,"-71.042138"
"61",16083533,48083607,"Shared room","Mission Hill",0,0,1,1,36,42.331878,"-71.104188"
"62",2219558,3945988,"Shared room","Back Bay",2,0,1,1,33,42.351091,"-71.086933"
"63",8703026,45686983,"Shared room","Roxbury",44,4.5,1,1,35,42.3246,"-71.097999"
"64",16514756,108560094,"Shared room","Brighton",1,0,2,1,40,42.357029,"-71.158569"
"65",16453993,107933343,"Shared room","Allston",0,0,1,1,28,42.353316,"-71.123218"
"66",14300921,605252,"Shared room","Roxbury",31,4.5,2,1,22,42.325997,"-71.078774"
"67",13264687,73947522,"Shared room","Brighton",6,4,2,1,40,42.356393,"-71.163964"
"68",14989956,2327276,"Shared room","Brighton",10,5,1,1,36,42.3457,"-71.144551"
"69",16125450,48522319,"Shared room","Jamaica Plain",3,4,2,1,35,42.323469,"-71.104125"
"70",13955674,83107234,"Shared room","Dorchester",5,5,1,1,40,42.31221,"-71.077375"
"71",16560960,109070979,"Shared room","Mission Hill",0,0,1,1,23,42.333713,"-71.096098"
"72",14300751,605252,"Shared room","Roxbury",28,5,1,1,27,42.325872,"-71.077553"
"73",16573278,106403353,"Shared room","Dorchester",1,0,1,1,24,42.295525,"-71.080813"
"74",15437339,2327276,"Shared room","Brighton",13,4.5,1,1,36,42.346081,"-71.144396"
"75",16125278,48522319,"Shared room","Jamaica Plain",5,4.5,1,1,30,42.322029,"-71.10405"
"76",1187188,2238969,"Entire home/apt","Jamaica Plain",17,5,4,2,220,42.306928,"-71.107894"
"77",2135451,2152299,"Entire home/apt","Allston",0,0,4,1,110,42.351546,"-71.125582"
"78",3351728,10502779,"Entire home/apt","Beacon Hill",9,5,7,5,849,42.357131,"-71.071314"
"79",15726469,95459395,"Entire home/apt","West End",0,0,3,1,571,42.364841,"-71.06761"
"80",15497266,14785487,"Entire home/apt","Mission Hill",0,0,8,3,550,42.333686,"-71.102842"
"81",14775078,4140161,"Entire home/apt","South Boston Waterfront",0,0,6,2,599,42.34727,"-71.039261"
"82",2214923,9419684,"Entire home/apt","Fenway",1,0,5,2,603,42.344324,"-71.097563"
"83",3359170,25188,"Entire home/apt","Chinatown",1,0,4,2,399,42.35194,"-71.060077"
"84",11585459,53603592,"Entire home/apt","South End",4,3,4,1,270,42.345928,"-71.07398"
"85",13028092,9039817,"Entire home/apt","Mission Hill",10,5,3,1,191,42.330919,"-71.108736"
"86",5412487,246083,"Entire home/apt","Mission Hill",1,0,4,2,160,42.328496,"-71.109033"
"87",11022736,40649306,"Entire home/apt","Allston",1,0,3,0,75,42.347722,"-71.13355"
"88",9969226,274767,"Entire home/apt","Allston",0,0,4,1,79,42.3491,"-71.130987"
"89",11841986,12243051,"Entire home/apt","South End",14,4,4,2,79,42.344731,"-71.070908"
"90",14487262,12243051,"Entire home/apt","Allston",0,0,4,2,79,42.36358,"-71.131505"
"91",12755021,9993095,"Entire home/apt","Allston",1,0,3,1,65,42.348326,"-71.136134"
"92",9531326,1229497,"Entire home/apt","East Boston",0,0,3,1,72,42.389828,"-71.005192"
"93",4936862,2870684,"Entire home/apt","Charlestown",0,0,12,5,568,42.373657,"-71.049446"
"94",743211,2796082,"Entire home/apt","Jamaica Plain",51,5,10,4,550,42.305813,"-71.112597"
"95",10053032,30283594,"Entire home/apt","South Boston Waterfront",4,4.5,6,3,519,42.351948,"-71.046554"
"96",5652147,352441,"Entire home/apt","Jamaica Plain",3,4.5,7,3,300,42.307049,"-71.116624"
"97",3808557,19572355,"Entire home/apt","South End",10,5,6,2,450,42.336505,"-71.075696"
"98",228883,25188,"Entire home/apt","Fenway",4,4.5,5,2,349,42.343624,"-71.097928"
"99",951480,25188,"Entire home/apt","Fenway",1,0,4,2,349,42.342967,"-71.102514"
"100",25142,25188,"Entire home/apt","Fenway",9,4.5,4,2,349,42.344865,"-71.1026"
"101",54215,25188,"Entire home/apt","Fenway",5,4,4,2,349,42.343453,"-71.101668"
"102",950046,5153431,"Entire home/apt","Jamaica Plain",6,4.5,6,3,250,42.311853,"-71.109263"
"103",14120558,69410523,"Entire home/apt","Chinatown",0,0,4,1,250,42.351185,"-71.059796"
"104",8814105,4962900,"Entire home/apt","Downtown",22,5,7,3,181,42.36205,"-71.063404"
"105",3369898,17001829,"Entire home/apt","Back Bay",4,4.5,2,1,189,42.350541,"-71.082512"
"106",4538423,16736927,"Entire home/apt","Jamaica Plain",2,0,2,1,150,42.311582,"-71.104126"
"107",5125723,2914305,"Entire home/apt","Fenway",35,5,2,1,170,42.344839,"-71.089355"
"108",2555771,11474005,"Entire home/apt","Brighton",10,5,2,1,150,42.359635,"-71.14318"
"109",6744795,30283594,"Entire home/apt","Mission Hill",0,0,3,1,169,42.335159,"-71.100325"
"110",14186170,8985714,"Entire home/apt","South Boston",18,5,3,1,150,42.333454,"-71.047894"
"111",13233001,2574884,"Entire home/apt","East Boston",2,0,2,1,150,42.389443,"-71.006274"
"112",583255,306407,"Entire home/apt","Brighton",9,5,2,1,120,42.341713,"-71.148512"
"113",10945774,51673899,"Entire home/apt","Beacon Hill",2,0,2,0,129,42.357095,"-71.069192"
"114",16067773,1550610,"Entire home/apt","Longwood Medical Area",0,0,3,1,130,42.343037,"-71.105007"
"115",10051003,18202088,"Entire home/apt","Mission Hill",3,3,2,1,116,42.333202,"-71.101465"
"116",14421197,4962900,"Entire home/apt","Downtown",2,0,5,2,119,42.365281,"-71.060786"
"117",14423116,4962900,"Entire home/apt","West End",0,0,5,2,119,42.362532,"-71.065104"
"118",5774484,1772124,"Entire home/apt","Beacon Hill",9,5,2,1,110,42.359698,"-71.071122"
"119",11345691,13207418,"Entire home/apt","Beacon Hill",0,0,2,0,119,42.358111,"-71.06991"
"120",13912470,82529160,"Entire home/apt","Back Bay",11,5,4,1,105,42.349965,"-71.084389"
"121",6865619,35975768,"Entire home/apt","Brighton",0,0,2,1,100,42.338298,"-71.154123"
"122",10496192,33821088,"Entire home/apt","South End",0,0,2,1,89,42.341448,"-71.075356"
"123",16186033,4095682,"Entire home/apt","East Boston",0,0,2,1,80,42.378063,"-71.032612"
"124",13651290,34576871,"Entire home/apt","Mission Hill",9,5,2,0,90,42.328439,"-71.097907"
"125",14707780,48532923,"Entire home/apt","Brighton",2,0,2,0,79,42.340762,"-71.162035"
"126",13111691,50399243,"Entire home/apt","Brighton",2,0,4,1,70,42.34528,"-71.147701"
"127",12463555,67325902,"Entire home/apt","Jamaica Plain",9,5,4,2,75,42.306834,"-71.113312"
"128",11512755,10138187,"Entire home/apt","Allston",0,0,4,2,75,42.352725,"-71.120651"
"129",10123024,28564205,"Entire home/apt","Allston",0,0,2,1,75,42.350145,"-71.128847"
"130",2837932,14517564,"Entire home/apt","Back Bay",0,0,2,0,65,42.345003,"-71.080106"
"131",15126511,12243051,"Entire home/apt","Downtown",6,4.5,2,0,69,42.355447,"-71.059997"
"132",10074653,49453306,"Entire home/apt","Jamaica Plain",3,5,2,1,75,42.32139,"-71.108852"
"133",16124247,1182631,"Entire home/apt","Roslindale",3,5,3,1,74,42.274253,"-71.13407"
"134",12306135,66356498,"Entire home/apt","North End",0,0,6,2,45,42.362539,"-71.053727"
"135",1961034,10133129,"Entire home/apt","Brighton",1,0,2,1,57,42.340011,"-71.155426"
"136",13318312,48291778,"Entire home/apt","Dorchester",0,0,4,1,49,42.315948,"-71.041298"
"137",12679021,38001139,"Entire home/apt","South Boston Waterfront",0,0,4,2,3000,42.348358,"-71.039875"
"138",12972378,71380118,"Entire home/apt","Fenway",1,0,4,1,4000,42.347934,"-71.09758"
"139",8303267,4552954,"Entire home/apt","South End",2,0,8,5,1200,42.342415,"-71.074519"
"140",15126802,47172884,"Entire home/apt","Beacon Hill",2,0,6,4,900,42.357209,"-71.071721"
"141",15188419,95459395,"Entire home/apt","Downtown",0,0,5,2,800,42.352276,"-71.063623"
"142",15232621,95459395,"Entire home/apt","Fenway",0,0,5,2,800,42.34493,"-71.09974"
"143",6640662,32079650,"Entire home/apt","South Boston",1,0,9,3,1000,42.336417,"-71.047694"
"144",15268842,95459395,"Entire home/apt","Chinatown",0,0,5,2,800,42.351563,"-71.062661"
"145",7633883,814298,"Entire home/apt","Beacon Hill",7,5,6,3,769,42.357378,"-71.071351"
"146",15189894,95459395,"Entire home/apt","South Boston Waterfront",0,0,5,2,800,42.352383,"-71.047151"
"147",15718623,95459395,"Entire home/apt","Fenway",0,0,5,2,800,42.345251,"-71.097636"
"148",15232882,95459395,"Entire home/apt","Fenway",0,0,5,2,800,42.344891,"-71.100311"
"149",15285175,95459395,"Entire home/apt","South Boston Waterfront",0,0,5,2,800,42.35252,"-71.045123"
"150",15285541,95459395,"Entire home/apt","South Boston Waterfront",0,0,7,3,914,42.351379,"-71.045496"
"151",15190108,95459395,"Entire home/apt","South Boston Waterfront",0,0,7,3,914,42.352244,"-71.045823"
"152",5989418,5809176,"Entire home/apt","Back Bay",0,0,6,2,975,42.351257,"-71.084352"
"153",15283836,95459395,"Entire home/apt","Chinatown",0,0,5,2,800,42.350624,"-71.060751"
"154",15285366,95459395,"Entire home/apt","South Boston Waterfront",0,0,7,3,914,42.351234,"-71.047075"
"155",15284016,95459395,"Entire home/apt","Chinatown",0,0,5,2,800,42.348741,"-71.059628"
"156",15284277,95459395,"Entire home/apt","Chinatown",0,0,5,2,800,42.34862,"-71.060984"
"157",50032,228845,"Entire home/apt","Jamaica Plain",16,5,12,4,725,42.315911,"-71.112757"
"158",11521541,14133713,"Entire home/apt","Charlestown",6,4.5,6,4,780,42.381952,"-71.06867"
"159",1810397,9485021,"Entire home/apt","South End",29,5,8,3,900,42.343639,"-71.070235"
"160",15188208,95459395,"Entire home/apt","Downtown",1,0,5,2,800,42.352137,"-71.062932"
"161",16179346,94865294,"Entire home/apt","East Boston",0,0,16,6,800,42.383441,"-70.999166"
"162",1628130,333220,"Entire home/apt","Jamaica Plain",1,0,10,4,750,42.311712,"-71.118184"
"163",15296865,1012005,"Entire home/apt","Bay Village",0,0,2,1,990,42.348418,"-71.068724"
"164",10857914,45651169,"Entire home/apt","Beacon Hill",16,5,8,4,750,42.360769,"-71.064449"
"165",15602584,100563038,"Entire home/apt","Back Bay",1,0,4,2,750,42.350528,"-71.079504"
"166",15287975,13335390,"Entire home/apt","Jamaica Plain",0,0,3,0,900,42.323341,"-71.102059"
"167",15726711,95459395,"Entire home/apt","West End",0,0,5,2,800,42.363231,"-71.067036"
"168",15873100,6333058,"Entire home/apt","Charlestown",1,0,10,3,700,42.381695,"-71.064556"
"169",7109689,19241302,"Entire home/apt","Charlestown",4,5,6,3,600,42.376439,"-71.063395"
"170",6444138,9419684,"Entire home/apt","Fenway",3,4.5,5,2,603,42.343543,"-71.098486"
"171",10052824,30283594,"Entire home/apt","South Boston Waterfront",1,0,6,3,519,42.351651,"-71.045822"
"172",10052920,30283594,"Entire home/apt","South Boston Waterfront",0,0,6,3,519,42.351325,"-71.046397"
"173",10052445,30283594,"Entire home/apt","South Boston Waterfront",3,4.5,6,3,519,42.351305,"-71.047652"
"174",5919529,24196977,"Entire home/apt","Back Bay",15,5,6,3,550,42.35037,"-71.070345"
"175",3673688,18142992,"Entire home/apt","Back Bay",36,4.5,4,1,699,42.345051,"-71.079889"
"176",7740592,4552954,"Entire home/apt","South End",2,0,4,2,700,42.344032,"-71.07408"
"177",3415245,17219748,"Entire home/apt","South End",2,0,6,3,700,42.344182,"-71.071437"
"178",10020017,31036880,"Entire home/apt","South Boston",0,0,5,3,700,42.336059,"-71.043347"
"179",7634203,4047951,"Entire home/apt","Leather District",4,5,7,2,700,42.352057,"-71.058464"
"180",115936,228845,"Entire home/apt","Jamaica Plain",8,4,12,4,525,42.315576,"-71.113057"
"181",2656568,13597630,"Entire home/apt","Back Bay",0,0,2,1,600,42.348072,"-71.076639"
"182",11734812,9419684,"Entire home/apt","South Boston Waterfront",5,5,6,3,506,42.351416,"-71.045845"
"183",6544715,33986390,"Entire home/apt","South Boston",14,4.5,10,5,700,42.336763,"-71.045216"
"184",16009189,104086638,"Entire home/apt","Back Bay",0,0,6,4,599,42.353751,"-71.078019"
"185",6972426,36559227,"Entire home/apt","South End",24,5,4,2,575,42.341412,"-71.081137"
"186",11970702,6201198,"Entire home/apt","South Boston",3,5,4,2,700,42.3379,"-71.043219"
"187",15187617,95459395,"Entire home/apt","Chinatown",0,0,3,1,571,42.35103,"-71.061705"
"188",15231923,95459395,"Entire home/apt","Fenway",0,0,3,1,571,42.343481,"-71.100628"
"189",15718448,95459395,"Entire home/apt","Fenway",0,0,3,1,571,42.343802,"-71.097731"
"190",15189699,95459395,"Entire home/apt","South Boston Waterfront",0,0,3,1,571,42.352795,"-71.045748"
"191",15284907,95459395,"Entire home/apt","South Boston Waterfront",0,0,3,1,571,42.351239,"-71.045755"
"192",15189425,95459395,"Entire home/apt","South Boston Waterfront",0,0,3,1,571,42.35077,"-71.046572"
"193",15187909,95459395,"Entire home/apt","Chinatown",0,0,3,1,571,42.350695,"-71.062839"
"194",15267276,95459395,"Entire home/apt","Downtown",0,0,3,1,571,42.35133,"-71.063141"
"195",15232287,95459395,"Entire home/apt","Fenway",0,0,3,1,571,42.344854,"-71.100518"
"196",15282690,95459395,"Entire home/apt","Chinatown",0,0,3,1,571,42.349217,"-71.059536"
"197",10052622,30283594,"Entire home/apt","South Boston Waterfront",1,0,6,3,519,42.351435,"-71.046355"
"198",5783197,4552954,"Entire home/apt","South End",39,5,5,3,550,42.342896,"-71.074232"
"199",12270833,66095644,"Entire home/apt","Allston",0,0,5,2,524,42.362546,"-71.133947"
"200",7618925,11228809,"Entire home/apt","Roxbury",3,5,8,4,625,42.32964,"-71.092741"
"201",13477286,1600351,"Entire home/apt","South End",0,0,5,3,550,42.345654,"-71.076505"
"202",12362389,2025724,"Entire home/apt","Back Bay",0,0,4,2,600,42.354574,"-71.072428"
"203",15283105,95459395,"Entire home/apt","Chinatown",0,0,3,1,571,42.350676,"-71.060982"
"204",2649521,13563081,"Entire home/apt","South Boston Waterfront",9,5,6,3,600,42.343165,"-71.053388"
"205",7009774,36747522,"Entire home/apt","Charlestown",0,0,6,3,599,42.383824,"-71.067669"
"206",11735784,9419684,"Entire home/apt","South Boston Waterfront",5,5,6,3,506,42.352645,"-71.045701"
"207",6197950,32141135,"Entire home/apt","North End",8,5,6,2,600,42.362642,"-71.054078"
"208",14339068,49292206,"Entire home/apt","Charlestown",0,0,10,3,625,42.375531,"-71.062981"
"209",6838488,14785487,"Entire home/apt","Allston",7,4,8,4,550,42.357695,"-71.128695"
"210",7853079,814298,"Entire home/apt","Back Bay",28,4.5,6,3,568,42.350618,"-71.082791"
"211",15924133,19572355,"Entire home/apt","Roxbury",1,0,8,3,550,42.335103,"-71.076887"
"212",15841981,12243051,"Entire home/apt","Downtown",0,0,4,1,699,42.350024,"-71.065301"
"213",8389735,41456680,"Entire home/apt","Downtown",0,0,4,2,600,42.352815,"-71.063713"
"214",16702101,22541573,"Entire home/apt","West End",0,0,4,2,514,42.362983,"-71.064072"
"215",16710622,35716992,"Entire home/apt","Downtown",0,0,4,1,556,42.359911,"-71.055094"
"216",16710717,35266096,"Entire home/apt","Downtown",0,0,4,1,685,42.359038,"-71.054083"
"217",16411013,107532508,"Entire home/apt","Back Bay",0,0,6,4,599,42.353719,"-71.077423"
"218",15727020,100417603,"Entire home/apt","Back Bay",2,0,8,3,650,42.350764,"-71.084892"
"219",16711051,59714118,"Entire home/apt","Downtown",0,0,4,1,578,42.354279,"-71.059851"
"220",14935662,93944371,"Entire home/apt","Roxbury",1,0,8,3,550,42.335602,"-71.075999"
"221",5690424,28090138,"Entire home/apt","Beacon Hill",58,4.5,7,4,690,42.358186,"-71.071774"
"222",13918656,14785487,"Entire home/apt","Roxbury",2,0,8,3,550,42.338368,"-71.081816"
"223",16037167,2471419,"Entire home/apt","South End",0,0,10,5,600,42.338956,"-71.07818"
"224",15283510,95459395,"Entire home/apt","Chinatown",0,0,3,1,571,42.350769,"-71.060925"
"225",7527149,10502779,"Entire home/apt","Beacon Hill",17,5,7,4,700,42.357034,"-71.070562"
"226",16173111,14847871,"Entire home/apt","Beacon Hill",3,5,4,1,650,42.355754,"-71.070753"
"227",543188,25188,"Entire home/apt","Mission Hill",0,0,4,2,349,42.333542,"-71.101468"
"228",3593290,5988470,"Entire home/apt","Jamaica Plain",8,5,5,4,325,42.308898,"-71.11869"
"229",716643,25188,"Entire home/apt","Back Bay",8,4.5,4,2,349,42.346097,"-71.078986"
"230",9903,25188,"Entire home/apt","Mission Hill",0,0,2,1,399,42.335296,"-71.101462"
"231",716512,25188,"Entire home/apt","Fenway",0,0,4,2,349,42.344011,"-71.098815"
"232",10228764,30283594,"Entire home/apt","Fenway",0,0,3,1,349,42.343772,"-71.100783"
"233",5317935,95959,"Entire home/apt","Roxbury",3,5,8,3,350,42.324796,"-71.093413"
"234",21337,25188,"Entire home/apt","Back Bay",12,4.5,4,2,329,42.346425,"-71.07827"
"235",6992859,36660602,"Entire home/apt","South End",14,4.5,4,1,399,42.347485,"-71.073126"
"236",9974833,15222708,"Entire home/apt","Back Bay",1,0,3,1,319,42.351592,"-71.082396"
"237",10945558,51673899,"Entire home/apt","Back Bay",0,0,6,2,349,42.346686,"-71.079573"
"238",6957702,8077502,"Entire home/apt","Back Bay",8,4.5,4,2,360,42.351285,"-71.077722"
"239",1929406,9991368,"Entire home/apt","Jamaica Plain",2,0,6,4,335,42.312742,"-71.112014"
"240",2592416,13271600,"Entire home/apt","Jamaica Plain",6,5,10,4,500,42.307037,"-71.103368"
"241",8925974,20079643,"Entire home/apt","Fenway",0,0,4,2,375,42.343125,"-71.101437"
"242",10859498,51673899,"Entire home/apt","Back Bay",0,0,6,2,349,42.34811,"-71.086283"
"243",6053700,31247560,"Entire home/apt","Jamaica Plain",7,4.5,6,3,450,42.309835,"-71.114579"
"244",3182652,2555135,"Entire home/apt","Downtown",5,4.5,5,2,350,42.350572,"-71.064228"
"245",8164146,30283594,"Entire home/apt","Fenway",0,0,5,2,319,42.343402,"-71.099455"
"246",12494334,31035017,"Entire home/apt","Roxbury",2,0,2,1,395,42.330214,"-71.092324"
"247",3881993,11487565,"Entire home/apt","Jamaica Plain",8,4.5,6,3,500,42.304338,"-71.108717"
"248",5856633,30408736,"Entire home/apt","South Boston",1,0,5,2,350,42.331385,"-71.045164"
"249",2611177,13372537,"Entire home/apt","Jamaica Plain",5,4.5,6,3,350,42.323419,"-71.104755"
"250",8983081,26704689,"Entire home/apt","Brighton",2,0,10,3,500,42.346122,"-71.15188"
"251",13060113,62461042,"Entire home/apt","Back Bay",0,0,3,1,430,42.3514,"-71.076508"
"252",4069422,12340193,"Entire home/apt","Fenway",13,5,4,2,500,42.343873,"-71.097963"
"253",6793913,30283594,"Entire home/apt","Fenway",2,0,5,2,319,42.343305,"-71.101489"
"254",951476,25188,"Entire home/apt","Fenway",3,3.5,2,1,359,42.34466,"-71.100439"
"255",8335652,30283594,"Entire home/apt","Fenway",0,0,5,2,319,42.34496,"-71.101833"
"256",9992532,30283594,"Entire home/apt","Back Bay",0,0,5,2,319,42.34671,"-71.077707"
"257",9858,25188,"Entire home/apt","Back Bay",1,0,6,2,449,42.344471,"-71.081786"
"258",15173160,814298,"Entire home/apt","Back Bay",2,0,4,2,336,42.348742,"-71.090677"
"259",8325544,30283594,"Entire home/apt","Fenway",2,0,5,2,319,42.345352,"-71.10203"
"260",8165898,30283594,"Entire home/apt","Fenway",3,4.5,5,2,319,42.343376,"-71.101278"
"261",8334845,30283594,"Entire home/apt","Fenway",3,4,5,2,319,42.343016,"-71.099856"
"262",10051649,30283594,"Entire home/apt","West End",0,0,5,2,342,42.364796,"-71.070103"
"263",965554,25188,"Entire home/apt","West End",6,5,4,2,359,42.364359,"-71.069534"
"264",543078,25188,"Entire home/apt","Back Bay",6,4.5,4,2,379,42.345262,"-71.080789"
"265",15195076,48276148,"Entire home/apt","Roxbury",1,0,12,5,450,42.318075,"-71.073972"
"266",4119345,1414385,"Entire home/apt","Jamaica Plain",6,5,8,3,361,42.311619,"-71.109102"
"267",7825207,14785487,"Entire home/apt","Mission Hill",0,0,8,3,350,42.334173,"-71.100226"
"268",13378987,25124470,"Entire home/apt","South End",6,4,7,4,351,42.342303,"-71.080363"
"269",6377998,987917,"Entire home/apt","Jamaica Plain",23,5,14,4,400,42.314377,"-71.099515"
"270",15041595,63218173,"Entire home/apt","Allston",6,5,14,6,399,42.357952,"-71.135277"
"271",15020152,94803026,"Entire home/apt","Dorchester",1,0,8,4,450,42.30465,"-71.065129"
"272",10311094,51673899,"Entire home/apt","Beacon Hill",7,4,8,3,399,42.356878,"-71.073958"
"273",29155,25188,"Entire home/apt","Back Bay",32,4.5,6,3,451,42.354328,"-71.073521"
"274",9857,25188,"Entire home/apt","Back Bay",24,4.5,4,2,342,42.35429,"-71.072772"
"275",12441,25188,"Entire home/apt","Back Bay",35,4.5,6,3,399,42.353842,"-71.07268"
"276",1303261,2120816,"Entire home/apt","Beacon Hill",19,4.5,2,1,425,42.358803,"-71.069722"
"277",14928081,92691757,"Entire home/apt","Charlestown",0,0,4,2,307,42.370147,"-71.060574"
"278",2848393,3011415,"Entire home/apt","Chinatown",11,5,8,4,375,42.348893,"-71.059964"
"279",8097903,25188,"Entire home/apt","Downtown",1,0,4,2,329,42.366268,"-71.058977"
"280",7240775,25188,"Entire home/apt","Downtown",2,0,4,2,329,42.364277,"-71.0593"
"281",14704252,24358957,"Entire home/apt","South Boston",0,0,10,3,455,42.333687,"-71.052722"
"282",4053612,21021264,"Entire home/apt","Leather District",33,5,4,2,375,42.351322,"-71.057655"
"283",4645486,24050914,"Entire home/apt","Leather District",26,5,4,2,399,42.350167,"-71.057112"
"284",4977034,25655149,"Entire home/apt","Downtown",36,5,4,2,400,42.349681,"-71.056809"
"285",2021483,10197317,"Entire home/apt","South Boston",3,4.5,6,2,500,42.335352,"-71.047413"
"286",10475848,53989804,"Entire home/apt","South Boston Waterfront",18,4.5,5,2,361,42.349158,"-71.050065"
"287",7134081,845174,"Entire home/apt","South Boston Waterfront",15,5,4,2,375,42.350935,"-71.048368"
"288",10051623,30283594,"Entire home/apt","South Boston Waterfront",2,0,5,2,419,42.351381,"-71.047831"
